Sender ID,Min of date_created,Max of date_created,Average of amount,Recency,Frequency,Monetary
27024,25/09/2023,26/03/2024,773,21.3,5,3865
27054,15/09/2023,14/02/2024,317.5,62.1,4,1270
27055,12/10/2023,11/03/2024,1022.4,36.5,5,5112
27056,15/09/2023,20/03/2024,285.3,27.8,12,3423
27096,14/03/2024,21/03/2024,1000,26.2,2,2000
27118,18/12/2023,18/03/2024,367.8,29.3,4,1471
27123,18/09/2023,18/09/2023,1000,210.9,1,1000
27164,11/10/2023,20/12/2023,1111.2,118.4,3,3333.5
27181,14/09/2023,17/03/2024,759.2,30.4,3,2277.49
27184,11/09/2023,14/03/2024,654.1,33.1,9,5887
27193,03/09/2023,15/03/2024,283.5,32.4,11,3118
27196,16/11/2023,19/12/2023,733.7,118.9,3,2201
27210,09/10/2023,13/03/2024,304.5,34,10,3044.65
27211,11/11/2023,31/03/2024,333.3,16.1,3,1000
27215,30/01/2024,30/01/2024,152,76.9,1,152
27225,13/02/2024,13/02/2024,1200,63.4,1,1200
27234,05/03/2024,31/03/2024,189.3,16.3,3,568
27254,10/12/2023,10/12/2023,2270,128,1,2270
27261,04/01/2024,04/01/2024,377,103.1,1,377
27287,06/09/2023,26/01/2024,603.1,81,7,4222
27319,26/09/2023,26/09/2023,2600,203,1,2600
27326,29/12/2023,14/03/2024,2750,33.2,2,5500
27338,24/01/2024,24/01/2024,4000,83,1,4000
27360,22/02/2024,22/02/2024,305,54.3,1,305
27389,26/01/2024,22/03/2024,293.8,25.7,8,2350
27408,24/09/2023,24/09/2023,3800,205.4,1,3800
27411,17/10/2023,17/10/2023,760,181.8,1,760
27437,22/03/2024,26/03/2024,107.5,21,2,215
27495,29/09/2023,02/02/2024,1000,74.2,2,2000
27509,16/09/2023,08/03/2024,5275,39,4,21100
27518,16/10/2023,21/01/2024,1458.8,86.4,5,7294
27528,18/10/2023,04/03/2024,500,43,2,1000
27531,09/10/2023,18/03/2024,1500.3,29,3,4501
27532,05/09/2023,08/03/2024,478.6,39.5,7,3350
27537,22/09/2023,22/09/2023,750,207,2,1500
27547,04/10/2023,04/10/2023,606,195,1,606
27566,13/09/2023,03/03/2024,235.4,44.4,12,2825
27579,03/12/2023,03/03/2024,1132.3,44.5,5,5661.35
27584,01/10/2023,23/03/2024,774,24.4,4,3096
27592,21/01/2024,21/01/2024,2300,86.4,1,2300
27615,08/09/2023,08/09/2023,65,221.5,1,65
27625,09/12/2023,30/03/2024,2163,17.1,4,8652
27635,06/10/2023,31/03/2024,776.3,16.3,3,2329
27643,18/11/2023,02/03/2024,255.6,45.2,7,1789.54
27649,16/10/2023,25/03/2024,308,22.5,7,2156.01
27652,01/09/2023,27/12/2023,450,111.3,3,1350
27658,25/09/2023,26/03/2024,114.3,21.4,7,800
27706,24/09/2023,24/09/2023,150,205.5,1,150
27724,05/10/2023,22/03/2024,507.2,25.4,17,8622.36
27727,05/09/2023,15/03/2024,470.2,32.4,18,8464
27740,14/11/2023,28/02/2024,553.5,48.1,4,2214
27742,04/02/2024,04/02/2024,500,72,1,500
27747,18/09/2023,28/03/2024,417.5,19.3,11,4593
27750,19/01/2024,19/01/2024,100,88.5,1,100
27751,28/09/2023,12/03/2024,400.8,35.4,4,1603
27759,30/12/2023,30/12/2023,591,108.1,1,591
27771,31/10/2023,31/10/2023,379,168.6,1,379
27772,12/01/2024,12/01/2024,1000,95,1,1000
27793,22/10/2023,12/03/2024,1500,35,4,6000
27795,18/10/2023,05/03/2024,538.1,42,7,3766.7
27806,09/02/2024,09/02/2024,1000,67.4,1,1000
27811,13/09/2023,22/03/2024,1240.3,25.4,4,4961
27812,24/01/2024,24/01/2024,377,83.2,1,377
27814,06/02/2024,19/03/2024,1351,28.4,5,6755
27835,20/10/2023,09/01/2024,417,98,4,1668
27846,25/11/2023,12/03/2024,1585.1,34.9,3,4755.4
27856,12/10/2023,28/03/2024,700,19.1,6,4200
27859,24/02/2024,24/02/2024,1327,52.1,4,5308.04
27862,19/09/2023,22/02/2024,439,53.9,4,1756
27875,15/01/2024,31/03/2024,1326,16.6,5,6630
27877,14/10/2023,27/02/2024,217.5,48.9,3,652.46
27889,05/10/2023,02/03/2024,2353.5,44.9,4,9414.15
27893,10/12/2023,10/12/2023,7560,128,2,15120
27896,04/11/2023,23/01/2024,1828.7,84.5,3,5486
27921,06/10/2023,29/02/2024,373.3,47.5,7,2613
27967,05/03/2024,05/03/2024,200,42.7,1,200
27975,03/10/2023,17/03/2024,387.5,29.8,6,2325
27988,09/11/2023,13/02/2024,600,63.3,3,1800
28021,02/02/2024,02/02/2024,7000,73.9,1,7000
28045,27/02/2024,31/03/2024,2833.3,16.2,3,8500
28055,13/02/2024,29/03/2024,2724,17.9,5,13620
28066,23/12/2023,23/12/2023,7535,115,1,7535
28085,08/09/2023,30/03/2024,644.2,17.5,5,3221
28092,24/09/2023,24/09/2023,1000,205.5,1,999.99
28099,06/11/2023,06/11/2023,500,162.6,1,500
28100,02/09/2023,20/03/2024,464.5,26.8,10,4645
28106,07/01/2024,01/03/2024,333.3,46.4,3,1000
28136,04/11/2023,17/02/2024,948.5,59.5,2,1897
28137,20/03/2024,20/03/2024,755,26.9,1,755
28140,14/02/2024,01/03/2024,2844.4,45.8,7,19911.05
28162,26/09/2023,23/01/2024,1000,84,3,3000
28190,24/09/2023,08/02/2024,799.5,68,4,3197.99
28211,28/09/2023,18/03/2024,328,29.5,6,1968
28212,16/02/2024,16/02/2024,1000,60,2,2000
28228,15/01/2024,21/02/2024,1331,55,4,5324
28257,15/09/2023,15/09/2023,100,214.2,1,100
28264,09/10/2023,09/10/2023,380,189.9,1,380
28300,01/09/2023,05/03/2024,4849.1,42,5,24245.74
28308,14/10/2023,14/10/2023,900,185.4,1,900
28358,21/10/2023,21/10/2023,380,178.1,1,380
28361,18/10/2023,18/10/2023,380,180.9,1,380
28364,01/11/2023,28/03/2024,1677.8,19,9,15100
28366,26/09/2023,23/01/2024,223,84.1,4,892
28376,12/03/2024,12/03/2024,300,35.1,1,300
28378,27/09/2023,27/09/2023,1000,202.5,1,1000
28386,17/10/2023,17/10/2023,100,182.1,1,100
28408,03/09/2023,21/03/2024,690,26.3,2,1380
28413,03/03/2024,03/03/2024,7603.2,43.9,1,7603.19
28449,03/03/2024,03/03/2024,3038,44.1,1,3038
28464,05/10/2023,03/03/2024,486.3,44,4,1945
28476,13/09/2023,12/03/2024,499.4,35.1,16,7990
28481,12/09/2023,15/03/2024,349.3,32.2,8,2794
28484,18/10/2023,22/02/2024,124,54.8,2,248
28494,17/09/2023,08/03/2024,398.1,39.4,8,3185
28496,05/01/2024,20/03/2024,500,27,5,2500
28507,24/12/2023,07/01/2024,3250,100.2,2,6500
28510,30/01/2024,30/01/2024,300,77,1,300
28516,09/10/2023,16/11/2023,7502.5,152.5,4,30010
28577,07/01/2024,07/01/2024,3000,99.9,1,3000
28586,15/09/2023,21/09/2023,3838.5,208.5,6,23031
28623,20/12/2023,20/12/2023,1000,118.1,1,1000
28629,04/10/2023,04/10/2023,1000,195.4,1,1000
28636,03/09/2023,29/03/2024,374.6,18.4,13,4870.43
28639,13/09/2023,12/03/2024,171,35.4,8,1368
28645,11/09/2023,17/11/2023,800,150.9,2,1600
28664,17/11/2023,13/01/2024,429.7,94.5,2,859.42
28677,15/01/2024,04/03/2024,109,43,4,436
28678,24/09/2023,24/09/2023,900,204.9,1,900
28703,11/02/2024,11/02/2024,2000,65.5,1,2000
28716,05/01/2024,24/03/2024,719.3,22.9,16,11509
28747,11/03/2024,11/03/2024,100,35.9,1,100
28748,08/11/2023,06/03/2024,1488.1,41.6,2,2976.11
28792,01/02/2024,01/02/2024,255,75.3,1,255
28794,03/10/2023,20/01/2024,658,87.2,3,1974
28795,08/09/2023,23/03/2024,1897.7,24.1,6,11386
28816,07/02/2024,17/03/2024,200.5,30.4,2,401
28828,12/09/2023,20/03/2024,114,27,4,456
28849,07/10/2023,29/03/2024,842.9,18.4,7,5900
28855,27/03/2024,27/03/2024,1137,20.7,1,1137
28895,23/12/2023,23/12/2023,4000,115.5,1,4000
28937,16/11/2023,27/03/2024,468.6,19.9,8,3749
28946,20/02/2024,20/02/2024,605,56.2,1,605
28984,03/01/2024,03/01/2024,7500,103.9,1,7500
28992,12/01/2024,14/01/2024,6000,93.7,2,12000
28993,26/09/2023,26/09/2023,2000,203.1,1,2000
29014,21/12/2023,21/12/2023,4000,117.1,1,4000
29042,30/01/2024,29/02/2024,703.7,47.1,3,2111
29059,15/02/2024,26/02/2024,925,50.6,2,1850
29071,02/11/2023,21/11/2023,1002.2,147,2,2004.3
29075,15/09/2023,22/03/2024,496.2,25.3,7,3473.72
29108,01/11/2023,17/02/2024,1626.7,59.5,3,4880
29128,14/10/2023,10/02/2024,208,66.5,2,416.08
29134,01/09/2023,25/01/2024,202.7,82.3,3,608
29155,06/02/2024,06/02/2024,397,70,1,397.01
29174,29/10/2023,29/10/2023,2275,170.1,1,2275
29187,01/09/2023,01/09/2023,500,228.3,1,500
29200,28/12/2023,28/12/2023,4520,110.2,1,4520
29206,10/09/2023,28/03/2024,356,18.9,10,3560
29212,21/09/2023,22/03/2024,2125,25.3,4,8500
29213,26/09/2023,22/02/2024,627.4,54.4,12,7529.33
29214,26/09/2023,26/09/2023,140,202.9,1,140
29216,23/10/2023,22/01/2024,3380,84.9,6,20280
29225,16/10/2023,30/03/2024,466.7,17.6,3,1400
29235,26/11/2023,21/02/2024,312.5,55.4,2,625
30002,03/11/2023,14/02/2024,3120,62.2,5,15600
30011,15/09/2023,26/11/2023,997.3,142.5,4,3989
30020,23/10/2023,06/03/2024,977.8,41.1,4,3911
30028,08/09/2023,03/12/2023,4600,134.9,3,13800
30029,01/09/2023,01/03/2024,329.1,46.4,6,1974.38
30032,02/09/2023,27/03/2024,1250,20.1,2,2500
30037,03/09/2023,24/10/2023,2125,175,2,4250
30040,08/09/2023,19/01/2024,1935,88.3,2,3870
30043,12/09/2023,14/03/2024,971.4,33.4,7,6800
30049,18/09/2023,29/12/2023,833.3,109.4,3,2500
30062,25/09/2023,28/03/2024,3654.3,19.8,4,14617
30068,27/09/2023,22/11/2023,1095,146.5,4,4380
30071,04/10/2023,29/03/2024,567.6,18,5,2838
30072,29/09/2023,06/02/2024,313.3,69.9,6,1880
30078,27/12/2023,27/12/2023,142.9,111,1,142.89
30084,08/10/2023,27/03/2024,1118.7,20.4,11,12305.38
30086,11/10/2023,11/03/2024,537.3,36,10,5373.21
30089,12/10/2023,12/10/2023,275,187.3,1,275
30095,17/10/2023,17/10/2023,2388,182.1,1,2388
30096,01/11/2023,04/03/2024,850,43.5,5,4250
30101,21/10/2023,22/02/2024,2658,53.9,2,5316
30105,26/10/2023,24/02/2024,5535.7,51.8,7,38750
30107,29/10/2023,29/10/2023,540,170.2,1,540
30109,02/11/2023,02/11/2023,760,166,1,760
30110,01/11/2023,01/11/2023,7000,167.4,1,7000
30115,19/11/2023,28/01/2024,3400,79.4,2,6800
30119,09/11/2023,09/11/2023,1001,158.9,1,1001
30122,11/11/2023,26/01/2024,286,80.9,5,1430
30123,03/01/2024,03/01/2024,1505,104,1,1505
30126,28/11/2023,28/11/2023,4000,140.3,1,4000
30129,14/11/2023,14/11/2023,2300,154.1,1,2300
30134,20/02/2024,20/02/2024,200,56.5,1,200
30138,25/11/2023,24/01/2024,7790,83.5,2,15580
30140,06/12/2023,06/12/2023,200,131.9,1,200
30142,06/12/2023,09/03/2024,3100,38,3,9300
30143,02/12/2023,03/12/2023,4500,135.4,2,9000
30150,09/12/2023,09/12/2023,379,128.9,1,379
30153,02/01/2024,06/02/2024,5000,70,6,30000
30155,14/12/2023,20/03/2024,431.8,27.4,4,1727
30156,16/12/2023,16/12/2023,152,122.1,1,152
30159,26/12/2023,10/03/2024,1695.4,36.9,5,8477
30164,22/12/2023,22/12/2023,7530,116.1,1,7530
30170,28/12/2023,28/12/2023,226,110.6,1,226
30174,23/03/2024,24/03/2024,100,23.3,3,300
30175,01/01/2024,14/03/2024,2500,33.3,2,5000
30178,02/01/2024,08/02/2024,6099,68.1,5,30495.01
30180,31/12/2023,01/03/2024,1268.8,46,4,5075.36
30186,02/01/2024,11/03/2024,1890.5,36.1,6,11343
30190,03/01/2024,03/01/2024,80,104.6,1,80
30197,08/01/2024,10/02/2024,750,65.9,3,2250
30203,08/01/2024,31/03/2024,262.2,16.2,10,2622.49
30204,07/02/2024,07/02/2024,200,68.9,1,200
30212,15/01/2024,15/01/2024,500,91.9,1,500
30215,16/01/2024,15/03/2024,1127.5,32.3,4,4510.02
30217,16/01/2024,23/01/2024,849.5,84.1,2,1699
30222,21/01/2024,21/01/2024,1000,86.5,1,1000
30224,21/01/2024,21/01/2024,395,86.2,1,395
30225,22/01/2024,15/03/2024,1300,32.5,3,3900
30226,22/01/2024,22/01/2024,2000,85.1,1,2000
30228,22/01/2024,31/03/2024,266.7,16.4,3,800
30230,22/01/2024,27/03/2024,650,20.1,3,1950
30231,23/01/2024,31/03/2024,1916.7,15.8,3,5750
30237,29/01/2024,29/01/2024,1000,78.1,3,3000
30240,26/02/2024,27/02/2024,1000,49.6,2,2000
30243,28/01/2024,09/02/2024,2750,67.4,2,5500
30253,01/02/2024,01/02/2024,1894,75.4,1,1894
30255,01/02/2024,28/03/2024,2200.4,18.9,5,11002
30257,03/02/2024,10/03/2024,775,36.9,2,1550
30258,04/02/2024,26/03/2024,903.6,21.6,7,6325
30259,04/02/2024,17/03/2024,1100,30.1,2,2200
30260,05/02/2024,09/03/2024,728.5,37.8,2,1457
30261,06/02/2024,24/03/2024,2557.5,23.6,10,25575
30262,07/02/2024,16/02/2024,564.5,60.4,3,1693.63
30269,08/02/2024,08/02/2024,1000,68.1,1,1000
30270,08/02/2024,08/02/2024,500,68,1,500
30272,10/02/2024,10/02/2024,5000,66.6,1,5000
30273,10/02/2024,10/02/2024,2498,65.9,1,2498
30275,11/02/2024,03/03/2024,950,44.6,2,1900
30283,06/03/2024,22/03/2024,70,24.9,3,210
30285,15/02/2024,29/03/2024,1524.7,18.5,3,4574
30288,17/02/2024,17/02/2024,1000,59.4,1,1000
30291,19/02/2024,19/02/2024,1000,57.3,1,1000
30300,28/02/2024,22/03/2024,1175.9,25.3,2,2351.77
30304,25/02/2024,25/02/2024,1545,50.9,1,1545
30305,25/02/2024,25/02/2024,1515,51.1,1,1515
30307,26/02/2024,07/03/2024,1476.7,40.1,3,4430
30309,28/02/2024,31/03/2024,1198.3,16.4,4,4793
30312,02/03/2024,02/03/2024,1135,45.1,1,1135
30313,02/03/2024,02/03/2024,1597,45.5,1,1596.99
30317,31/03/2024,31/03/2024,20,16.4,1,20
30318,04/03/2024,11/03/2024,283.5,36,2,567.02
30319,08/03/2024,08/03/2024,1000,39.2,3,3000
30323,06/03/2024,12/03/2024,1248,35.1,2,2496
30338,11/03/2024,19/03/2024,999,27.9,3,2997.01
30339,11/03/2024,25/03/2024,1633.3,22,3,4900
30340,11/03/2024,23/03/2024,448.8,24.1,4,1795.02
30341,11/03/2024,11/03/2024,1000,35.8,1,1000
30344,12/03/2024,12/03/2024,3000,35.2,1,3000
30350,14/03/2024,14/03/2024,800,33.1,1,800
30353,15/03/2024,15/03/2024,10000,32,1,10000
30359,18/03/2024,18/03/2024,500,29.7,1,500
30363,18/03/2024,18/03/2024,455,29.1,1,455
30364,18/03/2024,18/03/2024,7000,29,1,7000
30372,25/03/2024,25/03/2024,380,22,1,380
30377,29/03/2024,29/03/2024,7560,18.5,1,7560
30388,31/03/2024,31/03/2024,375,16.4,1,375
30390,31/03/2024,31/03/2024,1000,16.2,1,1000
,,,,,,
