Sender ID,Max of Date Created,Recency,frequency,monetary,Average of Total Amount
8013,20/06/2022,660,2,780.98,390.49
8094,13/11/2023,149,43,11856.24,275.7265116
8100,22/04/2019,1815,4,1200,300
8114,12/01/2022,819,11,3463.98,314.9072727
8126,09/02/2023,426,6,2156.06,359.3433333
8195,25/01/2019,1902,1,446,446
8216,05/11/2023,157,59,26516.67,449.4350847
8238,07/11/2020,1250,6,2014,335.6666667
8307,27/01/2019,1900,1,300,300
8405,06/09/2023,217,85,32896.94,387.0228235
8410,16/10/2019,1638,5,1380,276
8459,09/02/2024,61,10,4294.04,429.404
8460,15/10/2019,1639,5,2100,420
8521,08/01/2020,1554,2,600,300
8524,18/08/2020,1331,8,2690,336.25
8541,22/04/2020,1449,16,6296,393.5
8567,09/02/2024,61,48,18521.9,385.8729167
8575,05/02/2020,1526,2,721,360.5
8601,26/11/2021,866,1,343.49,343.49
8625,17/06/2023,298,2,874.61,437.305
8683,15/11/2022,512,15,4875.43,325.0286667
8719,29/04/2019,1808,1,300,300
8726,10/04/2023,366,17,5023.07,295.4747059
8792,13/02/2024,57,17,5254.4,309.0823529
8872,22/12/2023,110,14,5354.46,382.4614286
8974,04/05/2019,1803,2,781,390.5
8978,06/07/2021,1009,19,7928.36,417.2821053
9041,27/01/2023,439,35,10431.47,298.042
9074,10/08/2019,1705,1,275,275
9118,30/12/2023,102,5,1524,304.8
9239,31/12/2023,101,16,7001.23,437.576875
9405,18/10/2023,175,17,7652.39,450.1405882
9406,27/03/2019,1841,1,300,300
9409,05/11/2020,1252,10,4275,427.5
9466,27/11/2022,500,12,4207.94,350.6616667
9474,25/08/2022,594,1,325.99,325.99
9480,18/06/2021,1027,2,873.29,436.645
9518,06/09/2019,1678,4,1150,287.5
9542,30/10/2023,163,39,13729.81,352.0464103
9670,28/05/2023,318,27,9478,351.037037
9671,18/12/2023,114,14,5458.04,389.86
9673,21/06/2022,659,4,1420.97,355.2425
9695,23/05/2019,1784,3,950,316.6666667
9697,23/08/2019,1692,1,441.9,441.9
9717,22/03/2021,1115,1,373.99,373.99
9759,05/03/2023,402,59,26276.33,445.3615254
9851,12/03/2019,1856,1,279,279
9854,29/02/2024,41,26,11546.66,444.1023077
9895,18/01/2020,1544,1,320,320
9941,05/01/2020,1557,6,2523,420.5
9985,01/01/2021,1195,5,1870,374
9993,06/05/2020,1435,10,3385.29,338.529
10198,29/03/2019,1839,3,857,285.6666667
10229,06/10/2022,552,20,5970.26,298.513
10235,01/01/2023,465,14,5676.9,405.4928571
10247,08/02/2024,62,35,12664.92,361.8548571
10287,30/04/2022,711,3,902.98,300.9933333
10288,26/08/2020,1323,2,600,300
10302,25/01/2021,1171,14,6025,430.3571429
10319,15/06/2020,1395,22,8580,390
10328,07/03/2022,765,10,3607.26,360.726
10369,29/03/2021,1108,15,5322.04,354.8026667
10414,02/05/2020,1439,9,2989,332.1111111
10512,02/01/2022,829,32,14446.43,451.4509375
10636,07/09/2022,581,12,5181.81,431.8175
10685,29/02/2024,41,80,30205.03,377.562875
10729,28/06/2019,1748,2,800,400
10757,28/06/2023,287,9,3143.08,349.2311111
10802,05/03/2020,1497,8,3260,407.5
10814,02/11/2022,525,12,4412.09,367.6741667
10815,20/02/2019,1876,2,900,450
10822,19/11/2021,873,6,2187.98,364.6633333
10843,09/07/2019,1737,7,2955,422.1428571
10846,02/02/2021,1163,20,6845.65,342.2825
10867,29/11/2021,863,9,2700.08,300.0088889
10911,12/11/2023,150,22,8866.41,403.0186364
10927,03/10/2020,1285,7,2170,310
10949,13/10/2020,1275,24,6823,284.2916667
10973,19/12/2023,113,7,2544.19,363.4557143
10982,13/01/2022,818,4,1540.99,385.2475
11001,10/05/2020,1431,15,6456.06,430.404
11016,24/04/2019,1813,2,800,400
11027,30/06/2020,1380,15,4333.42,288.8946667
11037,01/06/2023,314,95,39452.1,415.2852632
11053,25/03/2019,1843,1,380,380
11054,26/05/2023,320,30,11640.86,388.0286667
11067,17/07/2022,633,4,1541.71,385.4275
11070,30/07/2019,1716,4,1115,278.75
11078,09/02/2024,61,44,13072.99,297.1134091
11089,09/01/2021,1187,16,7224,451.5
11114,17/10/2019,1637,5,1455,291
11200,02/05/2019,1805,1,300,300
11225,23/02/2024,47,89,40108.27,450.6547191
11260,01/12/2022,496,18,8224.41,456.9116667
11276,21/02/2024,49,20,6167.38,308.369
11291,02/11/2019,1621,6,1810,301.6666667
11331,15/02/2024,55,39,14229.57,364.8607692
11361,29/09/2019,1655,2,605,302.5
11401,10/07/2020,1370,1,425,425
11415,24/06/2019,1752,2,575,287.5
11429,21/06/2019,1755,1,300,300
11487,05/06/2023,310,19,6324.48,332.8673684
11572,31/05/2020,1410,2,551,275.5
11628,14/08/2019,1701,1,450,450
11672,26/11/2020,1231,1,431,431
11735,05/02/2024,65,50,19016.72,380.3344
11746,30/09/2022,558,2,719.88,359.94
11755,27/07/2021,988,5,1432.96,286.592
11783,05/03/2020,1497,5,2038,407.6
11934,13/10/2022,545,17,5382.95,316.6441176
11998,03/03/2023,404,77,30054.22,390.3145455
12079,26/11/2019,1597,1,405,405
12147,12/01/2021,1184,3,1347.98,449.3266667
12152,15/02/2024,55,57,21896.99,384.1577193
12174,14/01/2020,1548,1,358.5,358.5
12193,14/03/2021,1123,1,447,447
12341,22/04/2021,1084,2,858.99,429.495
12420,25/12/2021,837,1,300,300
12536,28/01/2024,73,1,400,400
12617,27/11/2023,135,3,918.88,306.2933333
12697,19/11/2023,143,18,7419.1,412.1722222
12775,26/02/2024,44,13,5820.39,447.7223077
12927,21/07/2020,1359,1,452.5,452.5
12974,16/02/2020,1515,1,450,450
12989,21/08/2022,598,1,340,340
13003,11/09/2020,1307,2,682.4,341.2
13079,23/01/2024,78,54,15112.83,279.8672222
13168,17/04/2020,1454,2,600,300
13169,04/02/2024,66,14,5983.98,427.4271429
13208,20/03/2021,1117,4,1384.98,346.245
13264,06/06/2023,309,3,939.99,313.33
13268,25/04/2020,1446,1,400,400
13284,04/05/2020,1437,2,800,400
13331,14/05/2020,1427,1,300,300
13388,14/12/2023,118,15,5411.42,360.7613333
13399,09/05/2021,1067,4,1802.99,450.7475
13402,25/05/2020,1416,1,350,350
13509,28/06/2020,1382,2,582,291
13516,19/02/2024,51,11,3290.93,299.1754545
13533,30/05/2023,316,3,1115.82,371.94
13560,13/06/2020,1397,1,400,400
13561,12/08/2020,1337,2,600,300
13602,15/06/2020,1395,1,380,380
13614,21/09/2021,932,4,1497.01,374.2525
13633,14/01/2023,452,9,3230.32,358.9244444
13639,02/07/2022,648,8,2789.17,348.64625
13685,11/11/2022,516,3,1150,383.3333333
13689,23/06/2020,1387,1,300,300
13723,27/06/2020,1383,1,300,300
13743,03/02/2024,67,22,7482.32,340.1054545
13758,04/07/2020,1376,1,300,300
13783,18/04/2023,358,16,6092.14,380.75875
13810,29/12/2023,103,21,7826.94,372.7114286
13872,20/12/2022,477,6,2644.98,440.83
13940,26/07/2020,1354,1,273.18,273.18
13952,29/01/2021,1167,2,898,449
16736,15/05/2021,1061,1,301,301
16893,13/10/2020,1275,2,753,376.5
16927,02/01/2024,99,16,5886.89,367.930625
17005,30/11/2022,497,20,8992.83,449.6415
17221,15/03/2021,1122,9,2667.99,296.4433333
17228,29/07/2022,621,26,7611.84,292.7630769
17264,23/09/2021,930,5,1676.61,335.322
17400,18/12/2023,114,17,5790.89,340.6405882
17434,19/02/2024,51,39,17791.49,456.1920513
17436,18/08/2020,1331,1,425,425
17444,20/10/2021,903,6,2059,343.1666667
17447,18/02/2021,1147,1,351,351
17464,23/08/2020,1326,1,414,414
17503,13/07/2023,272,9,3137.93,348.6588889
17509,29/09/2023,194,21,8946.92,426.0438095
17510,10/01/2021,1186,11,4688,426.1818182
17534,24/12/2021,838,5,1892.97,378.594
17537,05/09/2020,1313,1,425,425
17570,22/10/2020,1266,2,673,336.5
17571,11/09/2020,1307,1,423,423
17579,26/01/2024,75,69,24747.42,358.6582609
17580,10/11/2020,1247,4,1450,362.5
17596,24/09/2020,1294,2,600,300
17604,20/09/2020,1298,2,800,400
17635,27/11/2020,1230,2,653,326.5
17649,01/01/2021,1195,6,2529,421.5
17665,13/02/2024,57,17,6375.41,375.0241176
17709,04/08/2021,980,3,1311.98,437.3266667
17751,06/10/2020,1282,1,340,340
17770,24/06/2021,1021,17,6572.08,386.5929412
17775,09/10/2020,1279,1,425,425
17836,03/10/2021,920,3,1257.58,419.1933333
17838,15/10/2020,1273,1,340,340
17855,18/03/2022,754,5,1622.98,324.596
17858,02/12/2023,130,25,10043.26,401.7304
17866,08/01/2021,1188,2,909.48,454.74
17909,20/10/2020,1268,2,900,450
17943,15/02/2021,1150,2,617.02,308.51
18044,10/11/2020,1247,1,303.99,303.99
18051,30/03/2023,377,5,1815.47,363.094
18105,07/01/2024,94,19,6608.06,347.7926316
18160,31/01/2021,1165,6,1983.97,330.6616667
18201,01/12/2020,1226,1,345.99,345.99
18295,18/02/2024,52,13,4671.1,359.3153846
18296,01/02/2023,434,12,3515.91,292.9925
18303,28/12/2020,1199,2,660,330
18341,30/07/2023,255,5,2278.48,455.696
18367,15/09/2021,938,5,1541.97,308.394
18387,05/01/2021,1191,1,303.99,303.99
18391,14/11/2022,513,9,3462.61,384.7344444
18413,03/06/2021,1042,4,1805.98,451.495
18425,10/01/2021,1186,1,342,342
18434,19/04/2023,357,3,1105.52,368.5066667
18520,13/03/2021,1124,17,5878.35,345.7852941
18532,27/06/2019,1749,3,817,272.3333333
18547,15/10/2020,1273,4,1241.42,310.355
18563,11/10/2020,1277,57,23939,419.9824561
18571,20/06/2023,295,32,11115.07,347.3459375
18637,09/10/2020,1279,2,600,300
18653,24/08/2022,595,33,13132.85,397.9651515
18707,07/09/2020,1311,4,1750,437.5
18730,15/01/2024,86,3,1200,400
18745,02/03/2023,405,47,14594.83,310.5282979
18747,24/11/2021,868,29,11674.96,402.5848276
18817,14/08/2020,1335,3,1155,385
18946,02/02/2019,1894,1,312,312
18975,16/09/2020,1302,2,814,407
18985,26/04/2021,1080,6,1732.97,288.8283333
18999,15/08/2020,1334,5,1360,272
19008,10/10/2021,913,7,2090.96,298.7085714
19023,27/12/2020,1200,3,900,300
19031,30/11/2022,497,9,3786.88,420.7644444
19060,22/04/2020,1449,1,400,400
19117,20/10/2020,1268,12,5347,445.5833333
19188,28/02/2023,407,33,12139.27,367.8566667
19213,18/03/2019,1850,6,2220,370
19220,18/03/2021,1119,58,21404,369.0344828
19303,10/07/2020,1370,1,323,323
19333,28/09/2020,1290,7,2420.5,345.7857143
19373,15/08/2020,1334,2,546,273
19484,09/07/2023,276,60,20324.57,338.7428333
19486,02/07/2020,1378,24,9815,408.9583333
19548,26/04/2019,1811,2,850,425
19572,11/08/2019,1704,8,3192,399
19575,20/09/2020,1298,12,3519,293.25
19596,23/01/2024,78,33,11582.98,350.9993939
19656,25/01/2021,1171,14,4594.99,328.2135714
19657,11/10/2020,1277,15,5922,394.8
19667,18/08/2020,1331,5,1768,353.6
19751,27/07/2019,1719,2,700,350
19813,02/03/2024,39,51,14950.4,293.145098
19815,24/01/2019,1903,2,633,316.5
19932,02/03/2020,1500,5,1705.4,341.08
19975,17/11/2022,510,18,4843.93,269.1072222
20036,06/11/2020,1251,11,3991,362.8181818
20066,03/12/2020,1224,4,1438,359.5
20106,05/11/2020,1252,10,4053,405.3
20153,16/02/2024,54,11,4069.71,369.9736364
20161,02/08/2020,1347,5,1751,350.2
20173,13/10/2023,180,19,7750.83,407.9384211
20220,25/05/2022,686,6,2060.5,343.4166667
20289,16/04/2019,1821,1,400,400
20321,15/11/2023,147,47,16312.76,347.08
20338,07/10/2020,1281,3,1317.04,439.0133333
20354,10/02/2021,1155,13,5540,426.1538462
20393,18/02/2020,1513,4,1606,401.5
20405,13/11/2020,1244,10,4357.43,435.743
20408,12/05/2019,1795,3,1041.43,347.1433333
20476,02/03/2024,39,48,18177.27,378.693125
20545,19/11/2023,143,38,13235.71,348.3081579
20583,06/09/2019,1678,6,2505,417.5
20586,14/06/2019,1762,10,3624,362.4
20607,08/11/2023,154,8,3568.96,446.12
20615,02/05/2019,1805,1,400,400
20680,24/10/2021,899,8,2595.96,324.495
20684,09/01/2021,1187,16,7041,440.0625
20759,17/08/2019,1698,7,2025,289.2857143
20794,11/11/2023,151,58,19632.22,338.4865517
20822,29/04/2019,1808,3,1200,400
20827,29/09/2019,1655,1,449.24,449.24
20864,10/03/2021,1127,27,11087.01,410.63
20869,31/01/2024,70,83,27724.84,334.0342169
20886,07/03/2022,765,16,5425,339.0625
20892,16/01/2024,85,57,25550.05,448.2464912
20927,09/11/2020,1248,7,3100,442.8571429
20933,20/07/2020,1360,3,857.06,285.6866667
20949,21/11/2023,141,8,3461.96,432.745
20957,24/10/2019,1630,1,450,450
21026,12/07/2019,1734,4,1532.82,383.205
21132,03/05/2019,1804,4,1280,320
21184,10/02/2024,60,78,28828.1,369.5910256
21241,23/03/2019,1845,2,575,287.5
21310,26/04/2021,1080,14,6037,431.2142857
21403,31/07/2019,1715,6,2100,350
21410,06/07/2023,279,1,425,425
21413,23/09/2019,1661,5,1416,283.2
21421,03/07/2019,1743,1,400,400
21473,22/02/2021,1143,27,9447.99,349.9255556
21478,25/07/2021,990,8,2257.99,282.24875
21479,28/11/2020,1229,7,2147.19,306.7414286
21536,17/10/2020,1271,3,1154,384.6666667
21551,16/10/2019,1638,2,680,340
21591,04/01/2023,462,7,2471.97,353.1385714
21605,29/01/2021,1167,12,4712.99,392.7491667
21660,20/03/2020,1482,1,300,300
21677,05/03/2019,1863,1,449,449
21728,12/02/2024,58,81,30672.69,378.6751852
21756,18/04/2020,1453,13,5362,412.4615385
21800,22/04/2021,1084,5,2171.99,434.398
21818,22/10/2019,1632,3,1049,349.6666667
21834,09/10/2020,1279,2,850,425
21846,27/04/2019,1810,2,800,400
21848,14/09/2019,1670,3,1000,333.3333333
21939,09/04/2020,1462,8,3450,431.25
22013,07/05/2021,1069,66,27178.92,411.8018182
22017,14/08/2019,1701,2,650,325
22065,21/03/2020,1481,4,1177,294.25
22121,03/08/2020,1346,1,300,300
22167,01/11/2021,891,11,4416.49,401.4990909
22223,01/10/2019,1653,10,2792.39,279.239
22318,12/01/2021,1184,17,6792,399.5294118
22396,22/07/2021,993,28,9243.95,330.1410714
22420,01/03/2024,40,55,21424.8,389.5418182
22429,16/01/2021,1180,11,4010.17,364.5609091
22431,18/01/2021,1178,2,702.99,351.495
22443,03/01/2020,1559,2,600,300
22453,08/04/2019,1829,1,400,400
22467,28/08/2020,1321,5,1636.31,327.262
22476,05/08/2020,1344,14,5105,364.6428571
22493,19/04/2023,357,48,13814.7,287.80625
22509,15/09/2020,1303,7,2565,366.4285714
22646,31/12/2018,1927,1,400,400
22675,09/01/2019,1918,1,360,360
22718,26/06/2021,1019,6,1748.99,291.4983333
22723,23/04/2019,1814,1,350,350
22790,09/03/2021,1128,26,11843.98,455.5376923
22804,16/07/2020,1364,8,2772.8,346.6
22821,24/02/2021,1141,5,1516.86,303.372
22838,08/03/2019,1860,4,1455,363.75
22839,14/05/2019,1793,1,320,320
22896,01/01/2021,1195,7,3196.8,456.6857143
22923,08/11/2020,1249,25,10363,414.52
22947,16/03/2020,1486,10,3730,373
22957,05/07/2023,280,5,1642.87,328.574
22998,23/10/2020,1265,8,3553,444.125
23020,03/08/2020,1346,3,1346,448.6666667
23070,07/10/2022,551,45,19693.92,437.6426667
23126,10/12/2021,852,6,1939.08,323.18
23137,04/01/2021,1192,11,3096.52,281.5018182
23197,07/04/2021,1099,10,3309.48,330.948
23243,30/09/2019,1654,1,450,450
23265,01/03/2024,40,13,5331.94,410.1492308
23285,07/09/2023,216,19,6949.43,365.7594737
23295,16/11/2020,1241,7,2420,345.7142857
23306,07/11/2019,1616,3,900,300
23337,11/01/2023,455,16,6586.6,411.6625
23367,27/04/2021,1079,11,4386.98,398.8163636
23381,21/10/2020,1267,2,600,300
23382,10/02/2024,60,24,6481.5,270.0625
23392,25/07/2023,260,47,15507.69,329.9508511
23406,15/02/2019,1881,1,300,300
23590,06/12/2021,856,14,4048.92,289.2085714
23598,23/03/2020,1479,7,3100,442.8571429
23604,28/02/2024,42,92,35999.66,391.3006522
23706,25/07/2021,990,5,1520.21,304.042
23710,05/02/2020,1526,3,1040,346.6666667
23712,09/10/2020,1279,5,1913,382.6
23787,23/11/2020,1234,3,914,304.6666667
23790,19/07/2019,1727,3,1269,423
23828,27/02/2024,43,6,1765.56,294.26
23865,21/03/2019,1847,2,600,300
23904,31/12/2022,466,1,399.99,399.99
23910,19/03/2023,388,31,13159.93,424.513871
23919,12/04/2021,1094,5,1476.99,295.398
23941,06/03/2021,1131,50,21014.33,420.2866
23984,16/04/2023,360,19,7698.92,405.2063158
24014,29/07/2023,256,35,11718.7,334.82
24090,14/10/2020,1274,14,5426.76,387.6257143
24146,26/02/2024,44,28,10607.79,378.8496429
24213,03/12/2019,1590,1,311,311
24309,29/06/2023,286,37,13444.86,363.3745946
24366,13/03/2021,1124,24,8209,342.0416667
24537,16/10/2020,1272,7,2833,404.7142857
24551,12/05/2021,1064,6,2553.99,425.665
24585,14/11/2023,148,34,15157.06,445.7958824
24593,20/06/2019,1756,4,1550,387.5
24622,27/12/2023,105,22,9880.9,449.1318182
24677,25/05/2020,1416,6,2675,445.8333333
24729,21/02/2024,49,69,27174.13,393.827971
24734,05/03/2021,1132,13,5832.99,448.6915385
24747,30/09/2020,1288,4,1342.76,335.69
24795,30/12/2019,1563,5,1506,301.2
24840,20/12/2019,1573,5,2170,434
24893,15/01/2021,1181,26,11211.99,431.2303846
24925,22/04/2020,1449,1,332.51,332.51
24988,20/03/2020,1482,1,425,425
24990,28/06/2020,1382,24,8589,357.875
25046,20/04/2021,1086,39,16140.98,413.8712821
25081,28/03/2019,1840,3,1360,453.3333333
25093,13/06/2020,1397,9,3616,401.7777778
25172,08/06/2022,672,12,4154.52,346.21
25180,11/02/2024,59,44,13668.07,310.6379545
25238,14/03/2023,393,33,13016.43,394.4372727
25241,14/07/2019,1732,1,300,300
25245,01/10/2020,1287,8,3571,446.375
25301,21/12/2020,1206,24,9389,391.2083333
25322,12/08/2021,972,1,302.99,302.99
25422,08/11/2020,1249,9,3850,427.7777778
25433,19/10/2023,174,3,1001.99,333.9966667
25490,20/02/2024,50,28,12611.92,450.4257143
25517,30/06/2020,1380,6,2320,386.6666667
25585,15/12/2020,1212,8,3134,391.75
25690,05/05/2020,1436,4,1200,300
25700,02/09/2021,951,28,11892.79,424.7425
25712,19/03/2021,1118,14,4099,292.7857143
25726,17/01/2021,1179,14,4952.99,353.785
25792,21/03/2019,1847,4,1306.17,326.5425
25802,12/03/2021,1125,19,7875.4,414.4947368
25817,12/07/2019,1734,1,400,400
25890,13/05/2020,1428,7,2013.26,287.6085714
25954,14/06/2020,1396,1,419,419
25994,04/09/2020,1314,5,1840,368
25995,05/10/2020,1283,13,4292,330.1538462
26031,31/05/2023,315,17,4993.42,293.7305882
26058,23/01/2021,1173,1,445.69,445.69
26065,25/01/2021,1171,1,300,300
26086,28/01/2021,1168,1,300,300
26098,10/09/2022,578,3,821.98,273.9933333
26145,07/05/2022,704,2,600.99,300.495
26150,11/02/2021,1154,2,870,435
26194,19/01/2024,82,79,27300.4,345.5746835
26258,08/01/2024,93,27,8720.86,322.9948148
26268,04/03/2021,1133,1,355.24,355.24
26323,12/06/2023,303,17,5943.41,349.6123529
26370,23/03/2021,1114,2,602.99,301.495
26408,08/06/2021,1037,4,1821.98,455.495
26424,09/04/2021,1097,1,419.12,419.12
26439,13/07/2023,272,7,2312.99,330.4271429
26490,16/03/2023,391,40,14391.64,359.791
26525,18/07/2023,267,5,1627.04,325.408
26535,02/05/2021,1074,1,300,300
26537,02/05/2021,1074,1,315,315
26575,19/10/2022,539,3,1097.98,365.9933333
26582,02/03/2024,39,7,3081.23,440.1757143
26587,02/02/2023,433,3,877.99,292.6633333
26593,11/12/2023,121,15,4560.96,304.064
26657,09/10/2022,549,4,1650.11,412.5275
26690,15/06/2021,1030,1,390.42,390.42
26708,20/02/2024,50,8,3009.94,376.2425
26712,04/05/2023,342,5,2025.98,405.196
26737,08/07/2021,1007,1,450,450
26782,22/02/2024,48,12,3257.01,271.4175
26808,15/11/2021,877,5,1901.99,380.398
26818,17/03/2023,390,1,299,299
26850,04/08/2021,980,1,346.29,346.29
26870,15/07/2023,270,19,7097.96,373.5768421
26905,21/08/2021,963,1,304.99,304.99
26916,02/10/2021,921,2,700.99,350.495
26918,05/02/2024,65,19,8268.09,435.1626316
26942,30/08/2021,954,1,293.94,293.94
26950,16/06/2023,299,2,604.49,302.245
26954,31/08/2021,953,1,347.2,347.2
26988,10/01/2024,91,9,3975.4,441.7111111
27011,02/03/2024,39,17,7329.92,431.1717647
27059,30/09/2021,923,1,342.91,342.91
27108,14/11/2021,878,1,320,320
27139,02/03/2023,405,4,1317.47,329.3675
27148,07/03/2022,765,9,2964.03,329.3366667
27193,08/02/2024,62,26,8911.96,342.7676923
27200,11/11/2021,881,1,425,425
27205,06/04/2023,370,19,7007.48,368.8147368
27210,29/02/2024,41,41,14393.12,351.0517073
27211,31/01/2024,70,9,3424.93,380.5477778
27234,06/04/2023,370,4,1475.75,368.9375
27235,31/10/2022,527,5,1545.67,309.134
27239,15/11/2021,877,1,403.49,403.49
27261,04/01/2024,97,1,379.99,379.99
27263,24/05/2023,322,6,1829.97,304.995
27284,06/03/2023,401,22,8683.79,394.7177273
27359,30/09/2022,558,1,390,390
27396,19/01/2022,812,2,615.99,307.995
27475,11/01/2022,820,1,450,450
27537,22/09/2023,201,29,11635.23,401.2148276
27545,05/03/2022,767,1,400,400
27568,14/02/2022,786,1,424.6,424.6
27584,28/12/2023,104,23,9937.16,432.0504348
27615,08/09/2023,215,18,4915.87,273.1038889
27649,19/02/2024,51,5,1621.48,324.296
27652,27/12/2023,105,4,1751.99,437.9975
27700,08/12/2022,489,4,1584.97,396.2425
27711,11/07/2023,274,9,3167.94,351.9933333
27729,26/01/2023,440,6,2336.95,389.4916667
27751,25/11/2023,137,26,8074.86,310.5715385
27771,31/10/2023,162,12,4432.93,369.4108333
27795,07/12/2023,125,37,11980.14,323.7875676
27839,06/05/2023,340,9,2530,281.1111111
27865,30/11/2022,497,3,1124.98,374.9933333
27877,27/02/2024,43,9,3009.91,334.4344444
27895,20/05/2022,691,1,330,330
27899,08/12/2022,489,7,3029.95,432.85
27900,28/09/2022,560,7,2417.47,345.3528571
27910,11/06/2022,669,1,302.99,302.99
27948,27/06/2023,288,10,4340.48,434.048
27975,19/12/2023,113,15,5145.03,343.002
27992,17/06/2022,663,2,666.28,333.14
28071,04/04/2023,372,15,5315.37,354.358
28100,28/02/2024,42,29,13062.75,450.4396552
28126,25/07/2022,625,1,385,385
28127,27/07/2022,623,2,680.99,340.495
28214,23/08/2022,596,2,616.44,308.22
28219,24/04/2023,352,12,3417.92,284.8266667
28275,15/09/2022,573,2,609.98,304.99
28283,17/07/2023,268,17,5116.9,300.9941176
28284,27/09/2022,561,2,758.73,379.365
28366,23/01/2024,78,20,7977.87,398.8935
28386,17/10/2023,176,10,2716.94,271.694
28397,04/07/2023,281,6,2516.98,419.4966667
28464,03/03/2024,38,7,2784.45,397.7785714
28476,13/02/2024,57,24,8735.66,363.9858333
28481,25/12/2023,107,13,3796.9,292.0692308
28583,06/11/2022,521,1,309.42,309.42
28588,12/11/2022,515,5,1346.98,269.396
28636,03/03/2024,38,12,4669.84,389.1533333
28664,13/01/2024,88,2,859.42,429.71
28674,09/06/2023,306,9,2606.96,289.6622222
28677,31/01/2024,70,3,1217.49,405.83
28744,09/04/2023,367,7,1958.87,279.8385714
28762,07/01/2023,459,1,354.24,354.24
28794,20/01/2024,81,12,5208.04,434.0033333
28797,21/03/2023,386,4,1311.47,327.8675
28812,20/06/2023,295,7,2129.52,304.2171429
28816,07/02/2024,63,6,2008.45,334.7416667
28817,25/01/2023,441,1,302.99,302.99
28823,07/02/2023,428,1,300,300
28835,31/01/2023,435,1,400,400
28959,24/04/2023,352,3,1100,366.6666667
28965,27/03/2023,380,3,999.99,333.33
29008,18/07/2023,267,3,900,300
29128,10/02/2024,60,7,3188.94,455.5628571
29143,10/06/2023,305,1,358.58,358.58
29144,14/07/2023,271,2,805,402.5
29152,13/07/2023,272,3,1159.08,386.36
29159,24/06/2023,291,1,300,300
29169,23/06/2023,292,2,600,300
29182,02/07/2023,283,2,614.02,307.01
29206,20/02/2024,50,8,2673.94,334.2425
29214,26/09/2023,197,2,672.49,336.245
29225,16/10/2023,177,1,400,400
29235,21/02/2024,49,2,627.99,313.995
30029,01/03/2024,40,6,1981.34,330.2233333
30072,06/02/2024,64,6,1880.99,313.4983333
30089,12/10/2023,181,1,275,275
30122,26/01/2024,75,5,1438.96,287.792
30150,09/12/2023,123,1,379,379
30224,21/01/2024,80,1,395,395
60,01/02/2022,799,1,50.99,50.99
62,22/11/2023,140,13,2462.05,189.3884615
141,13/05/2021,1063,1,89.99,89.99
143,27/07/2023,258,106,27371.52,258.2218868
145,07/03/2019,1861,3,420,140
165,16/07/2019,1730,2,193,96.5
209,21/12/2023,111,55,12479.06,226.892
227,09/02/2024,61,55,11642.84,211.688
289,12/05/2023,334,17,4346.39,255.67
327,14/10/2020,1274,4,465.4,116.35
348,09/12/2019,1584,24,5425,226.0416667
574,10/11/2019,1613,3,756,252
619,15/02/2022,785,1,100.99,100.99
620,14/10/2021,909,4,300,75
778,12/04/2021,1094,1,154.24,154.24
883,13/06/2023,302,18,4829.92,268.3288889
998,09/02/2024,61,26,4048.82,155.7238462
1013,22/12/2023,110,1,250,250
1037,10/05/2022,701,1,101.99,101.99
1060,14/06/2020,1396,1,100,100
1170,29/12/2019,1564,12,1200,100
1241,17/08/2020,1332,1,100,100
1308,02/07/2019,1744,3,454,151.3333333
1345,12/05/2019,1795,1,123,123
1359,03/05/2019,1804,2,200,100
1362,09/11/2021,883,1,23.85,23.85
1380,20/02/2019,1876,1,100,100
1382,01/03/2024,40,8,1889.98,236.2475
1406,16/07/2022,634,2,340,170
1420,04/06/2020,1406,1,100,100
1436,07/05/2019,1800,1,92,92
1518,24/12/2021,838,1,85.99,85.99
1529,29/08/2020,1320,2,516,258
1566,19/04/2020,1452,2,100,50
1568,18/08/2021,966,5,839.95,167.99
1579,06/11/2019,1617,2,448.44,224.22
1619,10/12/2020,1217,15,3616.4,241.0933333
1684,28/01/2021,1168,2,152.99,76.495
1713,17/02/2020,1514,3,753,251
1756,23/12/2020,1204,37,5336.69,144.2348649
1771,21/04/2020,1450,1,85,85
1875,23/09/2019,1661,1,100,100
1946,29/12/2022,468,5,729.5,145.9
1968,03/02/2021,1162,8,1400.97,175.12125
2003,04/03/2023,403,120,30157.94,251.3161667
2028,08/02/2019,1888,3,600,200
2173,31/07/2019,1715,1,100,100
2321,27/11/2023,135,43,8946.76,208.064186
2360,12/11/2019,1611,3,238,79.33333333
2434,07/12/2021,855,5,536,107.2
2522,12/07/2021,1003,6,1562.98,260.4966667
2541,30/07/2019,1716,4,850,212.5
2758,30/05/2023,316,17,3568.51,209.9123529
2765,22/02/2023,413,1,200,200
2800,30/01/2024,71,51,13681.67,268.2680392
2873,19/08/2020,1330,10,2396,239.6
2902,21/04/2020,1450,3,740.7,246.9
2912,27/06/2021,1018,14,2709.97,193.5692857
2918,21/09/2021,932,2,473.98,236.99
2939,22/11/2020,1235,6,1078.6,179.7666667
3088,04/05/2019,1803,2,306,153
3174,01/12/2020,1226,2,221,110.5
3254,16/05/2021,1060,6,1415.98,235.9966667
3262,11/01/2023,455,30,6061.89,202.063
3291,10/05/2019,1797,1,50,50
3311,04/03/2021,1133,3,605.98,201.9933333
